Location,BHK,sq_ft,bath,balcony,Price
KR Puram,2,1100,2,2,43
Whitefield,2,1180,2,2,41
HSR Layout,2,1145,2,2,48
Haralur Road,2,1027,2,1,44
Silk Board,2,1215,2,2,49.85
Hegde Nagar,2,1200,2,0,75
Kenchenahalli,2,1015,2,2,58
Kaggalipura,3,2400,3,1,165
Whitefield,4,3000,4,3,306
7th Phase JP Nagar,3,3300,4,3,160
Puttanahalli,2,1076,2,2,52
JP Nagar,2,1300,2,1,109
Hebbal Kempapura,2,1300,2,2,102
Hosa Road,3,1512,3,1,123
Bhoganhalli,3,1053.4,3,1,88.91
Yeshwanthpur,1,540,1,0,41.745
Hormavu,2,1153,2,1,65
Virat Nagar,2,2080,2,1,150
Hulimavu,2,1255,2,2,69
Bannerghatta Road,4,3153,5,3,260
Marathahalli,3,1583,3,3,109
Kundalahalli Colony,2,1505,2,2,90
Kathriguppe,3,1365,2,2,75.08
Dwarka Nagar,3,1200,3,3,95.75
Amblipura,3,1810,4,3,148
Magadi Road,1,440,1,0,35
Subramanyapura,2,975,2,1,63
Doddagubbi,2,1250,2,3,39
Gopalkrishna Nagar,3,1530,2,1,97
Kereguddadahalli,3,1300,2,2,39
Channasandra,2,1115,2,1,40
Sarjapur  Road,2,1308,2,1,83
Parappana Agrahara,2,1194,2,2,47
Uttarahalli,3,1490,2,2,59.6
Bannerghatta Road,4,10000,4,0,450
Sarjapur  Road,3,1592,3,1,91
Rajaji Nagar,2,1222,2,0,112
Raja Rajeshwari Nagar,2,1267,2,2,42.85
Balagere,1,656,1,1,53
Dodda Nekkundi,4,3400,4,3,530
Garudachar Palya,4,4500,5,2,400
Chandapura,2,1200,1,1,36
Thanisandra,3,1698,3,2,102
Tata Nagar,3,1500,3,2,70
Sunkadakatte,4,2000,5,0,80
Electronic City,2,1152,2,1,65.75
Raja Rajeshwari Nagar,1,550,1,0,21
Pattandur Agrahara,2,900,2,2,42
Rajarajeshwari nagar,3,1410,2,2,45.12
Akshaya Nagar,3,1419,2,3,73
Amruthahalli,2,1200,2,1,55
AECS Layout,3,1800,3,3,65
Gottigere,2,990,2,1,40
Sarjapur  Road,2,1016,2,1,45
Bannerghatta Road,2,1100,2,0,39
Ramamurthy Nagar,4,850,2,1,65
Whitefield,2,1095,2,1,35
Rajarajeshwarinagar,3,2000,3,2,85
Budigere,2,1444,2,2,70
Whitefield,2,1415,2,3,67
Jinkethimmanahalli,3,1500,2,1,130
Daadys Gaarden Layout,3,1600,3,3,72
Whitefield,2,1105,2,1,41.36
Electronic City,3,1225,3,0,45.03
Frazer Town,3,2560,3,2,265
Kanakpura Road,2,1080,2,1,37.8
Dasarahalli,7,2400,3,3,150
Talaghattapura,3,1856,3,2,135
Haralur Road,3,1464,3,2,56
Vishwapriya Nagar,6,2100,6,2,71
Sarjapur  Road,2,1150,2,2,77
Abbigere,5,1200,4,1,98
Whitefield,3,1650,2,2,113.19
5th Phase JP Nagar,3,1485,2,2,67
Vimanapura,3,2500,3,3,75
Whitefield,2,1200,2,1,45
Hennur Road,2,1036,2,1,59.46
Whitefield,4,3445,5,3,270
Dodsworth Layout,2,1400,2,2,80
Bommanahalli,2,1110,2,2,33
Kodichikkanahalli,2,1150,2,3,48
Kenchenahalli,1,715,1,1,45
Magadi Road,4,1200,4,0,130
Rajaji Nagar,5,1200,3,1,260
Jakkur,4,2283,4,2,130
1st Stage Radha Krishna Layout,6,1790,5,1,250
Hormavu,3,1453,2,2,43.58
Nagarbhavi,3,1400,2,1,85
Padmanabhanagar,3,1400,3,0,65
Whitefield,3,1700,3,1,140
Kanakpura Road,3,1591,3,1,120
Nagarbhavi,3,1515,2,1,79
Marathahalli,5,2500,3,3,200
Chandapura,2,975,2,1,24.86
Yeshwanthpur,3,1382,2,2,76.18
Nagasandra,7,1750,5,2,350
Sector 1 HSR Layout,3,1533,3,2,150
Cunningham Road,3,3815,3,1,763
Amarjyothi Colony,2,1100,2,2,38
Dairy Circle,4,3730,6,2,450
Banashankari Stage II,3,1500,2,1,120
Yelahanka,3,1391,2,2,64.5
Begur Road,2,1160,2,2,42.92
Chandapura,1,620,1,1,27
MS Pallya,8,2400,9,3,350
Vidyaranyapura,8,1200,7,3,130
Whitefield,4,4827,4,3,400
Kanakpura Road,3,1482,3,3,60.98
Whitefield,2,1405,2,2,84.5
Gunjur,2,1190,2,2,40
Harlur,2,1174,2,1,78
Seegehalli,2,1155,2,0,72
Thanisandra,3,1411,3,1,93.04
Jalahalli West,2,745,2,0,50
Kereguddadahalli,2,1000,2,2,30
Jigani,2,923,2,1,50
Yeshwanthpur,2,1000,2,2,32
Battarahalli,2,1276,2,2,45
Devasthanagalu,3,1460,3,2,70
Yemlur,2,1355,2,1,95
Avalahalli,1,833,1,1,49
Bapuji Layout,8,1200,8,2,275
Cambridge Layout,5,1750,5,1,450
Ramamurthy Nagar,2,1200,2,1,48
Yeshwanthpur,1,669,1,1,36.85
7th Phase JP Nagar,3,2200,4,2,105
Koramangala,3,1594,3,2,125
Kothanur,3,1790,3,2,105
NGR Layout,2,1020,2,1,45
Doddanekundi,4,3250,5,1,850
Vasantapura main road,2,1037,2,1,36.28
Whitefield,3,1345,2,2,57
Kodichikkanahalli,2,1070,2,3,43
Sector 6 HSR Layout,4,3000,5,2,270
Yeshwanthpur,3,1385,2,2,76.18
Kanakpura Road,2,1207,2,2,79.9
Varthur,2,1140,2,3,55.5
Basavanapura,2,1220,2,2,68
CQAL Layout,4,3811,3,2,475
Iblur Village,4,3596,5,0,252
Sarjapur  Road,3,1965,3,3,120
Koramangala,3,1760,2,0,115
Haralur Road,2,1225,2,1,70
Marathahalli,2,1075,2,2,52.43
Panathur,2,1000,2,1,68
Hennur Road,3,1891,3,1,109
Yelahanka,2,1322,2,2,86
Mathikere,3,1095,3,0,215
Bellandur,4,3600,4,0,260
AECS Layout,2,1045,2,1,36.58
Venugopal Reddy Layout,3,1545,3,3,85
Thanisandra,3,1996,3,2,135
Brookefield,2,1125,2,2,70
Mysore Road,3,1560,3,1,115
BEML Layout,3,2000,2,2,85
Murugeshpalya,4,3100,4,2,310
Lake City,2,780,2,1,35
Lakshmipura,2,1350,2,1,110
Sarjapur  Road,3,2275,4,2,180
Pragathi Nagar,2,1350,2,2,41
Haralur Road,3,1464,3,3,56
Kanakpura Road,3,1570,3,3,64.5
Dasanapura,1,708,1,0,28.32
Sarjapur  Road,3,1680,3,1,160
Hoodi,2,1400,2,1,82
Bellandur,2,1310,2,2,72
BTM Layout,6,3300,6,3,165
Electronics City Phase 1,2,1175,2,1,57
Chikkalasandra,3,1428,2,1,80
Akshaya Nagar,4,750,4,2,62
Whitefield,4,3252,4,3,280
Haralur Road,2,1194,2,2,46
Old Town,8,750,8,2,200
8th Phase JP Nagar,2,1080,2,2,35
Vijaya Bank Layout,3,1200,2,1,68
Whitefield,2,1200,2,1,45
Okalipura,5,1200,4,3,120
Bommasandra Industrial Area,3,1320,2,1,38.13
Badavala Nagar,3,1842,3,2,115
Sector 2 HSR Layout,2,1146,2,3,55
Rachenahalli,1,440,1,1,28
Sahakara Nagar,2,1048,2,3,50
Thanisandra,3,1801,3,1,115
Hennur Road,2,1232,2,1,69.61
Whitefield,2,1150,2,2,90
Talaghattapura,3,1868,3,1,120
Begur,3,1445,2,2,47.1
Hebbal Kempapura,3,1466,2,3,140
Harlur,3,1730,3,2,100
JP Nagar,3,3860,3,2,402
Somasundara Palya,2,1185,2,3,70
Yeshwanthpur,3,3027,4,3,260
Whitefield,4,2400,4,3,147
Kaval Byrasandra,2,1185,2,1,49
Hongasandra,2,1150,2,2,49
Maruthi Extension,5,2000,4,2,180
Vidyapeeta,6,875,3,1,98
Pai Layout,2,1075,2,2,35
Hebbal,3,1760,3,2,123
Banashankari,2,1600,2,1,63.98
Madiwala,4,910,4,1,140
Haralur Road,2,1000,2,1,78
7th Phase JP Nagar,2,1215,2,2,90
EPIP Zone,3,1734,3,3,125
Akshaya Nagar,2,1280,2,1,60
Rachenahalli,2,1113,2,1,55
Horamavu Banaswadi,2,1272,2,2,48
Kereguddadahalli,3,1240,3,2,41
Varthur,8,704,8,3,92
Yelahanka,2,1100,2,1,70
Ambalipura,2,896,2,1,30.13
Rachenahalli,4,3657,5,3,220
BTM 2nd Stage,2,1200,2,0,35
Ramagondanahalli,4,2800,4,3,155
Hebbal,4,2790,4,3,198
Ambalipura,3,3500,3,2,198
Ramamurthy Nagar,3,3600,3,2,150
Sarjapur,2,1500,2,2,30
Meenakshi Layout,8,1200,7,0,220
S R Layout,2,1096,2,2,48
Cholanayakanahalli,2,580,2,0,95
GD Layout,2,1094,2,1,44
Vittal Nagar,2,1100,2,2,49
Iblur Village,4,2725,5,0,191
Koramangala,4,2503,6,2,325
Nagarbhavi,2,1145,2,2,40
Rachenahalli,3,1550,3,2,74.5
Seegehalli,3,1830,4,2,82
Hoodi,3,1746,3,3,84.95
Maruthi Sevanagar,4,1280,4,1,115
Kengeri,2,918,2,1,27.54
Chandapura,1,645,1,1,16.45
Banashankari Stage III,3,1305,2,1,60
Thigalarapalya,2,1207,2,2,62
Thanisandra,3,1678,3,2,125
Kaggalipura,2,950,2,1,50
Munnekollal,10,1200,7,2,240
Electronic City,2,1070,2,1,55
Ardendale,3,1732.46,3,2,92
Attibele,3,1639,2,1,40.98
Marathahalli,2,1360,2,1,103
Malleshpalya,4,2592,4,2,250
RMV 2nd Stage,3,4470,3,2,700
Kithaganur,5,720,4,3,62
Lakshminarayana Pura,3,1656,3,2,150
Sarjapur  Road,2,985,2,1,49
Dodda Nekkundi,3,1999,3,2,135
7th Phase JP Nagar,2,1050,2,1,75
Whitefield,3,1440,2,2,64
Basavangudi,3,1600,2,2,160
Ramagondanahalli,2,1253,2,1,52.66
Shirdi Sai Nagar,3,1200,3,0,85
Padmanabhanagar,3,1360,2,3,75
Hagadur,2,1086,2,1,47.5
Wilson Garden,3,1655,3,2,155
Old Madras Road,4,2600,4,2,260
Sarjapur  Road,2,1418,2,2,78
Kalena Agrahara,2,1270,2,2,100
Begur Road,3,1410,2,3,52.17
"JP Nagar 7th Phase, ",2,1150,2,1,74
Ramamurthy Nagar,2,600,3,2,45
Raghuvanahalli,3,1440,3,2,65.8
J C Nagar,3,1200,2,0,108
Sadduguntepalya,2,1200,2,2,75
Begur Road,3,1410,2,3,50.06
Chandapura,4,1200,5,2,92
Jalahalli,3,600,3,2,60
Whitefield,1,624,1,1,35
Electronic City,2,1060,2,1,58
Hebbal,4,3960,5,3,386
Whitefield,2,1200,2,1,45
Vidyaranyapura,4,1200,4,2,175
Sarjapur,4,1917,3,0,60
KR Puram,2,950,2,1,40
Channasandra,2,3040,2,1,48
BTM 2nd Stage,3,1250,3,1,50
Vishwapriya Layout,2,1235,2,2,60
Budigere,1,722,1,0,46
Kanakpura Road,4,2775,3,1,165
Sarjapur  Road,2,1200,2,1,93
Bannerghatta Road,3,1400,3,2,68
Mallathahalli,3,1225,3,3,60
Marathahalli,2,1220,2,1,58.5
Nagavarapalya,1,705,1,1,52.5
Battarahalli,3,1880,3,2,94.36
Yelahanka,2,1200,2,1,70
Doddakammanahalli,3,1550,2,1,60
Lingadheeranahalli,3,1893,3,1,130
HMT Layout,3,1650,3,2,75
Chikkathoguru,2,1113,2,2,46
BEL Road,2,1500,2,0,203
Kamakshipalya,9,1800,9,1,180
Sarjapur  Road,3,1586,3,3,70
Seegehalli,3,4000,3,1,235
Yelahanka New Town,3,1541,3,3,80
Haralur Road,3,1830,3,2,101
Kodigehalli,2,1200,2,2,48
Bidrahalli,3,1800,2,0,72
Bommasandra,2,1015,2,1,40
Raja Rajeshwari Nagar,2,1120,2,2,37.95
Hoodi,1,706,1,1,48.24
Medi Agrahara,4,1350,4,2,85
Kumaraswami Layout,6,610,4,2,95
Kanakpura Road,3,1900,3,1,99
Harlur,4,1200,4,3,243
Seegehalli,4,3000,5,3,150
Bisuvanahalli,3,1075,2,1,42
Kanakpura Road,2,1290,2,3,80
Akshaya Nagar,2,1200,2,1,50
Hormavu,2,1150,2,1,53.11
Uttarahalli,3,1360,2,3,61.2
4th Block Koramangala,9,4500,9,2,500
whitefiled,2,935,2,1,32.73
Cox Town,3,1730,3,3,140
Sarjapur  Road,2,1260,2,2,53
Banagiri Nagar,6,675,6,2,125
Marathahalli,4,4000,4,1,650
Marathahalli,2,950,2,1,45.68
Subbannaiah Palya,2,600,3,2,85
Vadarpalya,5,2500,5,2,120
Hegde Nagar,4,3216,5,2,300
N R Layout,6,800,3,2,120
Budigere,3,1991,4,2,88
Sarjapur  Road,2,1115,2,1,60
Koramangala,3,1900,3,3,150
Whitefield,2,1109,2,1,41.49
Rajiv Nagar,4,2340,5,1,129
Judicial Layout,6,1200,6,2,300
Whitefield,4,4356,5,1,850
9th Phase JP Nagar,2,1005,2,1,43
Kengeri,1,416,1,1,19.5
1st Phase JP Nagar,2,1394,2,1,100
Harlur,3,2138,3,2,110
Richards Town,3,1550,3,2,160
Nagavarapalya,3,1300,3,1,80
Thanisandra,2,1265,2,2,82
Manorayana Palya,2,1140,2,2,52
BCC Layout,2,1050,2,3,40
Thanisandra,2,1100,2,1,48
Varthur,2,1012,2,1,59
Varthur,4,1600,4,3,112
Yelahanka,2,1326,2,2,57
Hebbal Kempapura,3,1654,2,3,85
Jeevan bima nagar,3,1705,2,1,290
Chikkalasandra,2,1070,2,1,42.8
Whitefield,3,1700,3,2,95
Bhoganhalli,2,910.2,2,1,80.64
Kogilu,2,1140,2,2,50.66
Whitefield,4,4960,4,3,400
Talaghattapura,3,2254,3,2,170
Kanakapura,2,945,2,1,47
Begur Road,4,2462,6,2,150
Giri Nagar,3,1350,3,0,240
Marathahalli,1,615,1,1,44
Ramamurthy Nagar,2,1110,2,0,65
Haralur Road,1,575,1,1,88
Electronic City,2,1025,2,1,54.1
Vinayak Nagar,3,1758,3,2,95
Gopalapura,4,3179,5,3,351
Kaikondrahalli,3,1342,3,3,92
Kalyan nagar,3,1800,3,2,85
Whitefield,4,2928,4,3,198
Doddathoguru,2,1140,2,3,32
Raja Rajeshwari Nagar,2,1608,2,2,85
Kadugodi,3,1645,2,2,82
Ramamurthy Nagar,3,1410,2,1,56.4
Harlur,2,1200,2,2,52
8th Phase JP Nagar,3,1275,2,2,41.5
Dodda Nekkundi,4,3800,4,2,600
Kada Agrahara,3,909,2,1,40
Basavanapura,2,1200,3,0,85
Kalyan nagar,2,1080,2,2,73
Madanayakahalli,2,1200,2,1,34
Akshaya Nagar,2,1092,2,1,60
Jalahalli,3,1932,4,3,135
KR Puram,2,1156,2,1,72
Bellandur,2,924,2,2,35.11
Thubarahalli,2,1330,2,1,75
Thanisandra,3,1917,4,2,113
Chandapura,2,985,2,1,25.12
Mahalakshmi Puram,6,2400,6,2,408
Richmond Town,4,1800,5,2,500
Mahalakshmi Puram,2,1290,1,0,225
Kodigehalli,1,655,1,1,53
4th Block Koramangala,3,1800,3,3,140
Margondanahalli,4,1360,2,2,45
Bellandur,3,1785,3,3,118
Kadugodi,7,4000,7,2,130
Hebbal,3,1645,3,2,120
Gottigere,2,1235,2,2,63
Anandapura,2,900,2,0,48
Thanisandra,1,662,1,1,42
TC Palaya,5,1440,5,1,100
Whitefield,2,1215,2,1,62
Bisuvanahalli,2,845,2,1,37
Sarjapur  Road,3,1525,2,2,87
Jaladarsini Layout,2,1000,2,2,48
Hebbal,3,1255,2,1,90
Mysore Road,3,1560,3,2,120
Kasavanhalli,3,2100,3,3,110
Kodichikkanahalli,3,1620,2,2,85
Marathahalli,3,1595,3,2,90
Basavanapura,2,1095,2,2,38.52
9th Phase JP Nagar,2,835,2,0,37
Hennur Road,3,2182,3,2,72.04
Thigalarapalya,2,1418,2,2,106
Sanjay nagar,3,1900,2,2,180
Whitefield,3,2700,5,2,175
BTM 2nd Stage,2,1070,2,1,48
Ramamurthy Nagar,9,2000,9,2,150
Munnekollal,43,2400,40,0,660
Electronics City Phase 1,1,755,1,1,42.41
Hebbal,3,1645,3,2,117
Sarjapur,3,2400,3,2,190
Chandapura,1,645,1,1,16.45
4th T block Jayanagar,4,3900,4,2,333
Attur Layout,3,2400,4,2,200
1st Block HRBR Layout,10,2416,10,2,600
Electronics City Phase 1,2,919,2,0,28
Bannerghatta Road,3,1725,3,2,110
Sarjapur  Road,2,1346,2,1,71.32
Electronic City Phase II,2,1070,2,2,45
Begur Road,2,1225,2,1,35.52
Sarakki Nagar,6,880,6,2,75
Neeladri Nagar,1,640,1,1,20.5
Chikkalasandra,3,1310,2,1,52.4
Kanakapura,2,1190,2,2,39
Basavanna Nagar,3,1645,3,2,87.5
Marathahalli,2,1350,2,1,89
Vittasandra,2,1404,2,1,68.8
Electronic City,3,1105,2,1,35
Kanakpura Road,2,900,2,1,41
A Narayanapura,4,1650,4,3,320
Dodda Nekkundi,2,1100,2,1,41.15
Thanisandra,4,2100,4,1,95
Thanisandra,3,1948,3,2,130
Singasandra,3,1464,3,2,56
Raja Rajeshwari Nagar,2,1210,2,2,45
Yelahanka,5,4000,5,2,220
Brooke Bond First Cross,2,1252,2,2,55
Nagarbhavi,5,1200,4,3,240
Sarjapur  Road,5,3905,7,2,290
Kundalahalli Colony,3,2600,3,2,140
7th Phase JP Nagar,3,1300,3,2,89.13
7th Phase JP Nagar,2,1130,2,2,73
Budigere,4,1200,3,0,135
Thanisandra,3,1690,3,2,125
Padmanabhanagar,3,4500,4,2,360
Tasker Town,2,950,2,1,60
Marathahalli,2,1020,2,1,57
"Hoodi Circle, ",4,2107,4,3,95
Marathahalli,3,1735,3,2,72
Sarjapur  Road,2,915,2,2,37
Glass Factory Layout,3,1450,3,3,68
Thigalarapalya,3,2215,4,2,156
Raghavendra Nagar,3,2431,3,1,100
Hennur Road,3,1804,3,2,102
Marathahalli,2,1600,3,2,88
Uttarahalli,2,1280,2,2,75
Hebbal,3,1255,3,2,77.68
Koramangala,2,1320,2,1,150
Hoodi,2,1257,2,1,69
Raja Rajeshwari Nagar,2,1240,2,1,53.27
Milk Colony,4,1200,4,2,240
Bannerghatta Road,6,1850,6,3,150
Hulimavu,2,1255,2,3,66
Ananth Nagar,2,870,2,2,36
Tumkur Road,3,1789,3,2,98
Basaveshwara Nagar,6,800,6,2,110
Electronic City,2,660,1,1,18
"Basnashankari,6th stage,",3,600,3,1,54
Coffee Board Layout,2,1155,2,3,56
R.T. Nagar,2,1235,2,2,65
Yelahanka,4,2675,4,2,140
CV Raman Nagar,2,1025,2,2,50
Raja Rajeshwari Nagar,3,1395,2,2,72
Rachenahalli,3,1530,2,2,74.4
Dodda Nekkundi,3,1252,2,1,71
Hennur Road,2,1081,2,1,30.27
Haralur Road,3,1255,3,1,130
Ardendale,4,2062,3,2,150
Choodasandra,3,1220,3,2,56
Jigani,3,1408,2,0,55
Bisuvanahalli,3,1180,2,1,60
Sarjapur  Road,1,715,1,2,29
Sarjapur  Road,2,1230,2,3,94.5
Kaggadasapura,2,1035,2,2,45.5
EPIP Zone,4,3360,5,0,225
Kathriguppe,3,1300,3,2,77.99
Kanakpura Road,3,1100,3,1,52.97
Whitefield,2,1216,2,1,84
Shirdi Sai Layout,2,1450,2,3,62.63
Nagavarapalya,1,705,1,1,57
Gottigere,3,1385,3,2,64
Anekal,2,1200,2,1,36.1
Electronic City Phase II,3,1310,2,1,32.75
Sarjapur  Road,2,1043,2,1,39.5
Koramangala,2,1320,2,2,110
Near ullas theater,3,1900,3,2,205
Varthur,2,1140,2,2,39.9
Kadugodi,2,1100,2,1,45
Hebbal,3,1586,3,2,90
Chandapura,2,975,2,1,24.86
Amruthnagar,2,1365,3,2,60
Rajaji Nagar,2,1263,2,0,107
Begur Road,3,1565,2,2,59.76
Karuna Nagar,3,1163,3,2,180
Whitefield,4,2882,5,1,204
Hennur Road,3,2320,3,2,170
Sarjapur  Road,3,1750,3,3,99
Kudlu,2,1143,2,1,55
Hennur Road,3,1936,3,1,118
Electronic City,2,660,1,1,15
Chandapura,2,700,1,1,19
Chikkakannalli,3,1402,2,2,85
Hebbal,4,4640,4,2,600
Electronic City,2,1000,2,2,41
Gottigere,2,1000,2,1,35
Kengeri Satellite Town,2,818,2,1,26
Bommenahalli,4,1680,3,0,135
Kalyan nagar,4,2422,3,2,150
Indira Nagar,2,1145,2,2,100
Chandapura,3,1190,2,2,30.35
Sarjapur  Road,2,1145,2,1,62
Somasundara Palya,3,1575,3,3,68
Bannerghatta Road,3,9000,4,1,390
Thanisandra,2,1200,2,2,46
Yelahanka,3,1500,2,2,63
Ramamurthy Nagar,4,2560,4,2,75
Kothanur,3,1583,3,3,76.1
Kanakpura Road,2,700,2,1,34.98
Bannerghatta Road,2,950,2,0,38
Banashankari,2,1041,2,1,36.44
Thubarahalli,2,1085,2,1,70
Anjanapura,2,1070,2,2,37
Raja Rajeshwari Nagar,2,1165,2,1,45
Bommasandra,2,1000,2,1,35
Horamavu Agara,2,1169,2,1,64
A Narayanapura,4,1150,4,1,110
Whitefield,3,1840,3,2,140
Bhuvaneswari Nagar,3,1550,3,1,75
Kaval Byrasandra,2,997,2,3,53
Gunjur,2,1457,2,3,60
ISRO Layout,2,1000,2,1,60
KR Puram,2,1000,2,0,60
Sarjapur  Road,3,1500,3,2,88
Cottonpet,5,958,3,1,210
Lakshminarayana Pura,2,1165,2,2,75
Upkar Layout,7,1200,7,3,169
Kasavanhalli,3,1787,3,2,123
Raja Rajeshwari Nagar,3,1288,2,1,70
Thanisandra,3,1430,2,2,54.11
Hulimavu,3,3035,5,2,271
Doddathoguru,1,750,1,1,25.5
Yelachenahalli,4,900,2,1,115
Channasandra,3,1200,3,1,67.77
Electronic City,3,1500,2,1,78
Ambalipura,2,1230,2,2,66.25
Marathahalli,1,780,1,1,55
Bannerghatta Road,2,1220,2,1,80
Kanakpura Road,2,1110,2,2,43
Yeshwanthpur Industrial Suburb,3,2100,3,2,240
Hosakerehalli,9,1380,9,0,150
Akshaya Nagar,3,1690,3,2,85
Bannerghatta Road,2,1130,2,2,78
Electronic City,2,1213,2,1,59.32
Kengeri,2,900,2,2,45
Panathur,2,1199,2,1,85
Nandi Hills,4,5000,4,2,290
Bhoganhalli,4,1974,2,2,111
Bellandur,7,700,8,0,100
Uttarahalli,1,661,1,1,36
Thanisandra main road,2,1804,2,1,285
Marathahalli,3,1710,3,2,100
Kengeri Satellite Town,2,1030,2,2,50
Choodasandra,3,1220,3,2,56
Marathahalli,3,1530,3,2,73.5
Ramamurthy Nagar,2,1200,2,1,78
Rajarajeshwari nagar,3,2000,3,2,85
Nagarbhavi,1,300,1,1,20
Green Glen Layout,3,1751,2,1,115
R.T. Nagar,2,800,1,0,170
Panathur,2,1255,2,2,79
Whitefield,3,1778,3,2,122
Ashirvad Colony,2,1100,2,1,45
Hennur Road,2,1480,2,2,65
Marathahalli,2,1358,2,1,81
Electronics City Phase 1,1,580,1,1,27
Choodasandra,2,1197,2,1,63
HRBR Layout,4,1200,2,1,170
Lingadheeranahalli,3,1705,3,1,110
Electronic City Phase II,3,1310,2,1,37.83
Hoodi,2,1132,2,0,67.9
SMV layout,3,1200,3,0,140
Peenya,2,814,2,1,55
Electronic City,3,1575,3,2,90
Pattandur Agrahara,2,1302,2,1,66
Sultan Palaya,6,1800,8,1,175
Hegde Nagar,3,2006.8,4,2,196
Saptagiri Layout,2,1100,2,2,44
Vijaya Bank Layout,5,2400,5,2,400
Doddabanahalli,2,830,2,2,37
 Electronic City,1,435,1,1,19.5
Mathikere,3,1590,3,0,120
Electronic City Phase II,2,1140,2,1,33.06
Kasavanhalli,2,1090,2,2,59.8
Thanisandra,3,1922,3,3,106
Thanisandra,2,965,2,1,67
Mysore Road,2,883,2,1,40.95
8th Phase JP Nagar,2,1062,2,1,42.47
Electronic City Phase II,2,888,2,0,32.67
Babusapalaya,3,1358,2,1,43.1
Hoodi,2,1108,2,1,87
Harlur,2,1197,2,1,79
Sarjapur  Road,2,1190,2,1,50
Dairy Circle,4,3754,6,2,430
Vijayanagar,3,1749,3,1,117
Sarjapur  Road,4,1750,3,2,215
Kasavanhalli,3,1691,3,2,104
Electronic City,3,1449,3,2,100
Bommanahalli,3,1360,2,2,87.72
Whitefield,2,1400,2,1,80
Electronic City,3,1310,2,1,37.83
Vijayabank bank layout,2,1100,2,1,48
Ramanjaneyanagar,3,1230,2,2,53.51
Green Glen Layout,3,1750,3,2,130
7th Phase JP Nagar,3,1450,3,2,100
Haralur Road,3,1810,3,2,126
Vittasandra,2,1246,2,1,62.3
Brookefield,3,1420,3,2,85
Old Airport Road,4,2658,5,3,187
6th block Koramangala,3,1450,2,3,89.6
D Group Employees Layout,4,1200,4,1,230
Outer Ring Road East,2,1367,2,2,62
Talaghattapura,3,2254,3,2,170
Begur Road,2,1160,2,2,42
Sanjay nagar,5,1200,4,0,185
Kadugodi,3,1711,3,3,75
Hosahalli Extension,9,750,6,3,112
Raja Rajeshwari Nagar,2,1120,2,2,37.97
Kaggalipura,2,950,2,1,47
Basavangudi,2,1560,2,2,145
1Channasandra,14,1250,15,0,125
Kanakpura Road,2,1225,2,2,60
TC Palaya,3,1200,2,0,66
Tala Cauvery Layout,2,1340,2,3,77
Sarjapur  Road,3,1846,3,3,145
Dodda Nekkundi,2,1155,2,1,46
Balagere,2,1205,2,1,70
Thanisandra,2,1140,2,1,36
Raja Rajeshwari Nagar,2,1140,2,2,38.65
Jalahalli East,3,1300,2,1,63
Bellandur,2,1051,2,2,60
Uttarahalli,2,1134,2,1,45.36
Kodihalli,3,2500,4,1,260
Yemlur,8,12000,9,2,1900
Basavanapura,2,1135,2,2,32.91
"Whitefield, ",3,1745,3,2,77
Banashankari,5,500,5,2,92
Kempegowda Nagar,3,1665,3,2,105
Bellari Road,2,1220,2,2,48.79
Kanakpura Road,3,1868,3,2,113
Anandapura,3,640,3,0,45
Vaderahalli,4,2300,4,2,200
Akshayanagara East,2,1210,2,1,76
Ambalipura,2,1351,2,1,77
Hebbal,3,1636,3,1,119
R.T. Nagar,5,2400,6,1,450
Haralur Road,2,1464,2,2,56
Attibele,1,418,1,1,12
Kanakpura Road,2,1339,2,2,62
Bannerghatta,3,2370,4,2,195
Rachenahalli,3,1530,2,2,74.5
Mallathahalli,2,1100,2,1,46
7th Phase JP Nagar,3,1350,3,2,58
Marathahalli,2,1290,2,2,52
Bommasandra Industrial Area,3,1220,2,1,35.23
Sarjapur  Road,3,1846,3,2,155
Hegde Nagar,3,1847,3,2,135
Whitefield,4,3100,4,2,350
Hoodi,2,1430,2,2,110
Old Madras Road,2,935,2,1,45
Attibele,3,1350,3,1,85
Kammanahalli,3,540,3,1,60
Hennur Road,3,1590,3,2,96.5
Peenya,3,1286,3,1,67
Samethanahalli,2,1141,2,2,40
Shivaji Nagar,2,1554,3,3,130
Hebbal,3,3520,3,3,430
Malleshwaram,5,7500,7,3,1700
Harlur,3,1749,3,2,112
4th Phase JP Nagar,5,2250,5,1,360
K R C kothanur,2,1140,2,3,45
Bommenahalli,4,1632,3,1,128
Ramamurthy Nagar,3,1000,2,1,41
Nyanappana Halli,2,1065,2,1,58
Haralur Road,3,1520,2,2,96
Bisuvanahalli,3,1075,2,1,43
Srirampuram,7,1523,7,3,115
Gubbalala,3,1539,2,2,52.36
Sector 7 HSR Layout,2,1342,2,2,115
HBR Layout,2,1004,2,1,49
Ramagondanahalli,2,1295,2,2,95
Thanisandra,2,1098,2,1,74
Kothanur,2,1070,2,1,45.5
Hosa Road,2,1016,2,2,40
Bellandur,3,1450,3,1,68
Yelahanka,1,654,1,1,37
Koramangala,4,5985,4,2,775
Yelachenahalli,2,1080,2,2,38
Vijayanagar,2,1046,2,1,75
Domlur,3,1950,3,3,165
Bhoganhalli,3,1610,3,1,84.53
Doddakallasandra,3,2493,3,2,115
Ramagondanahalli,2,1151,2,2,50.5
